120776	OR2D2	olfactory receptor, family 2, subfamily D, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390058	OR51B6	olfactory receptor, family 51, subfamily B, member 6	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
144124	OR10A5	olfactory receptor, family 10, subfamily A, member 5	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390059	OR51M1	olfactory receptor, family 51, subfamily M, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390067	OR52H1	olfactory receptor, family 52, subfamily H, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390078	OR52E6	olfactory receptor, family 52, subfamily E, member 6	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
387748	OR56B1	olfactory receptor, family 56, subfamily B, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
79339	OR51B4	olfactory receptor, family 51, subfamily B, member 4	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390079	OR52E8	olfactory receptor, family 52, subfamily E, member 8	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390037	OR52I1	olfactory receptor, family 52, subfamily I, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
26496	OR10A3	olfactory receptor, family 10, subfamily A, member 3	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390075	OR52N5	olfactory receptor, family 52, subfamily N, member 5	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390081	OR52E4	olfactory receptor, family 52, subfamily E, member 4	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
120775	OR2D3	olfactory receptor, family 2, subfamily D, member 3	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
119678	OR52E2	olfactory receptor, family 52, subfamily E, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
341276	OR10A2	olfactory receptor, family 10, subfamily A, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390077	OR52N2	olfactory receptor, family 52, subfamily N, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390083	OR56A3	olfactory receptor, family 56, subfamily A, member 3	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
81282	OR51G2	olfactory receptor, family 51, subfamily G, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
121275	OR10AD1	olfactory receptor, family 10, subfamily AD, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
127066	OR14C36	olfactory receptor, family 14, subfamily C, member 36	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
284532	OR14A16	olfactory receptor, family 14, subfamily A, member 16	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390191	OR5B12	olfactory receptor, family 5, subfamily B, member 12	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
282775	OR5J2	olfactory receptor, family 5, subfamily J, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390151	OR8H2	olfactory receptor, family 8, subfamily H, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
219484	OR5M8	olfactory receptor, family 5, subfamily M, member 8	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
338674	OR5F1	olfactory receptor, family 5, subfamily F, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
219453	OR8K5	olfactory receptor, family 8, subfamily K, member 5	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
338675	OR5AP2	olfactory receptor, family 5, subfamily AP, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
392391	OR5C1	olfactory receptor, family 5, subfamily C, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
26219	OR1J4	olfactory receptor, family 1, subfamily J, member 4	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
4992	OR1F1	olfactory receptor, family 1, subfamily F, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
4993	OR2C1	olfactory receptor, family 2, subfamily C, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
127069	OR2T10	olfactory receptor, family 2, subfamily T, member 10	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
26246	OR2L2	olfactory receptor, family 2, subfamily L, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
391211	OR2G6	olfactory receptor, family 2, subfamily G, member 6	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
127074	OR2T4	olfactory receptor, family 2, subfamily T, member 4	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
219432	OR4C6	olfactory receptor, family 4, subfamily C, member 6	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390882	OR7G2	olfactory receptor, family 7, subfamily G, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
341416	OR6C2	olfactory receptor, family 6, subfamily C, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390429	OR4N2	olfactory receptor, family 4, subfamily N, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
158131	OR1Q1	olfactory receptor, family 1, subfamily Q, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
390265	OR10G7	olfactory receptor, family 10, subfamily G, member 7	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
81327	OR4A16	olfactory receptor, family 4, subfamily A, member 16	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
347168	OR1J1	olfactory receptor, family 1, subfamily J, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
392392	OR1K1	olfactory receptor, family 1, subfamily K, member 1	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
138881	OR1L8	olfactory receptor, family 1, subfamily L, member 8	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
254973	OR1L4	olfactory receptor, family 1, subfamily L, member 4	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
392390	OR1L6	olfactory receptor, family 1, subfamily L, member 6	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
162998	OR7D2	olfactory receptor, family 7, subfamily D, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
403253	OR4A47	olfactory receptor, family 4, subfamily A, member 47	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
128360	OR10T2	olfactory receptor, family 10, subfamily T, member 2	GO_SYSTEM_PROCESS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_SENSORY_PERCEPTION	GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
